can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,team_join_date,birth_date,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,team_id,team_name,position_name
True,True,,,432830,0,0,0,0,0,2,2.6,,0,Nathan,0.0,106,False,,,50,432830.jpg,3.3,False,Collins,1.4,a,5,94,127,0,0,0,0,0.0,25.4,Collins,,,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,0,38,2.44,1.57,4.01,56.31,6,1,199,53,96,8,72,8,,,,0.06,0.0,0.04,0.1,1.48,1.5,280,49,395,179,109,25,167,57,1.0,0.21,5,Brentford,Defender
True,True,,,249231,0,0,0,0,0,2,2.6,,0,Keane,0.0,107,False,,,50,249231.jpg,2.5,False,Lewis-Potter,0.6,a,5,94,94,0,0,0,0,0.0,18.8,Lewis-Potter,,,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,0,36,2.96,4.94,7.90,50.62,108,37,76,13,81,4,82,10,,,,0.09,0.0,0.14,0.23,1.47,1.43,274,48,389,178,183,63,292,124,1.05,0.23,5,Brentford,Defender
True,True,,,191866,0,0,0,0,0,2,1.9,,0,Kristoffer,0.0,108,False,,,45,191866.jpg,1.6,False,Ajer,0.3,a,5,94,39,0,0,0,0,0.0,8.7,Ajer,,,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,0,17,0.97,0.48,1.45,21.70,252,94,214,61,178,45,239,74,,,,0.06,0.0,0.03,0.09,1.36,1.57,374,81,157,102,290,103,417,169,1.07,0.19,5,Brentford,Defender
True,True,,,194010,0,0,0,0,0,2,1.9,,0,Rico,0.0,109,False,,,45,194010.jpg,0.8,False,Henry,0.4,a,5,94,4,0,0,0,0,0.0,0.9,Henry,,,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0,0,0.00,0.01,0.01,2.16,360,133,358,133,340,130,370,133,,,,0.0,0.0,0.01,0.01,2.07,2.87,376,83,159,104,386,137,381,159,0.0,0.0,5,Brentford,Defender
True,True,,,607464,0,0,0,0,0,2,1.9,,0,Michael,0.0,110,False,,,45,607464.jpg,2.2,False,Kayode,0.6,a,5,94,27,0,0,0,0,0.0,6.0,Kayode,,,523,0,1,2,5,0,0,0,2,0,0,0,115,105.2,105.2,30.0,24.2,0,6,0.19,0.70,0.89,6.66,303,110,234,75,288,103,293,104,,,,0.03,0.0,0.12,0.15,1.15,0.86,527,137,310,158,218,77,270,108,1.03,0.34,5,Brentford,Defender
True,True,,,231065,0,0,0,0,0,2,1.9,,0,Ethan,0.0,111,False,,,45,231065.jpg,2.1,False,Pinnock,0.5,a,5,94,47,0,0,0,0,0.0,10.4,Pinnock,,,1912,2,0,2,35,1,0,0,2,0,0,0,233,540.2,101.2,193.0,83.6,0,21,1.08,0.64,1.72,34.33,109,38,237,76,158,29,160,47,,,,0.05,0.0,0.03,0.08,1.62,1.65,399,101,182,122,228,81,352,152,0.99,0.09,5,Brentford,Defender
True,True,,,226956,0,0,0,0,0,2,1.9,,0,Mads,0.0,112,False,,,45,226956.jpg,1.9,False,Roerslev Rasmussen,0.2,a,5,94,36,0,0,0,0,0.0,8.0,Roerslev,,,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,0,11,0.20,2.09,2.29,21.52,239,85,183,42,240,80,241,76,,,,0.02,0.0,0.17,0.19,1.76,1.64,396,100,179,121,254,89,565,210,0.9,0.16,5,Brentford,Defender
True,True,,,444765,0,0,0,0,0,2,1.9,,0,Sepp,0.0,113,False,,,45,444765.jpg,2.0,False,van den Berg,0.5,a,5,94,62,0,0,0,0,0.0,13.8,Van den Berg,,,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,0,29,2.09,0.52,2.61,44.61,94,30,232,73,133,21,141,38,,,,0.07,0.0,0.02,0.09,1.55,1.71,422,115,205,136,243,86,329,143,1.01,0.17,5,Brentford,Defender
True,True,,,622536,0,0,0,0,0,2,1.0,,0,Benjamin,0.0,114,False,,,40,622536.jpg,0.0,False,Arthur,0.7,a,5,94,0,0,0,0,0,0.0,0.0,Arthur,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,484,198,475,197,452,196,484,198,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,217,121,78,487,198,251,95,0.0,0.0,5,Brentford,Defender
True,True,,,612534,0,0,0,0,0,2,1.0,,0,Benjamin,0.0,115,False,,,40,612534.jpg,0.0,False,Fredrick,0.6,a,5,94,0,0,0,0,0,0.0,0.0,Fredrick,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,483,197,474,196,451,195,483,197,,,,0.0,0.0,0.0,0.0,0.0,0.0,655,216,120,77,486,197,289,121,0.0,0.0,5,Brentford,Defender
True,True,,,472713,0,0,0,0,0,2,1.0,,0,Aaron,0.0,116,False,,,40,472713.jpg,0.0,False,Hickey,1.5,a,5,94,0,0,0,0,0,0.0,0.0,Hickey,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,438,165,428,163,397,156,438,165,,,,0.0,0.0,0.0,0.0,0.0,0.0,595,171,60,32,441,165,153,51,0.0,0.0,5,Brentford,Defender
True,True,,,570241,0,0,0,0,0,2,1.0,,0,Kim,0.0,117,False,,,40,570241.jpg,1.0,False,Ji-soo,0.6,a,5,94,3,0,0,0,0,0.0,0.8,Ji-soo,,,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0,0.00,0.00,0.00,0.32,373,138,363,136,439,185,379,138,,,,0.0,0.0,0.0,0.0,1.03,0.0,639,202,104,63,347,127,286,119,0.0,0.0,5,Brentford,Defender
True,True,,,499717,0,0,0,0,0,2,1.0,,0,Jayden,0.0,118,False,,,40,499717.jpg,1.0,False,Meghoma,0.6,a,5,94,1,0,0,0,0,0.0,0.2,Meghoma,,,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0.00,0.00,0.00,0.14,389,142,371,140,415,167,389,142,,,,0.0,0.0,0.0,0.0,3.15,0.0,613,182,78,43,341,122,306,134,0.0,0.0,5,Brentford,Defender
True,True,,,446008,0,0,0,0,0,3,2.6,,0,Bryan,0.0,119,False,,,80,446008.jpg,6.2,False,Mbeumo,16.5,a,5,94,236,0,0,0,0,0.0,29.5,Mbeumo,,,3415,20,9,9,55,0,0,1,3,0,0,29,948,1236.8,1107.5,1060.0,340.8,0,38,12.52,9.24,21.75,55.40,2,2,5,5,8,3,2,2,,,,0.33,0.0,0.24,0.57,1.46,1.45,16,12,648,290,2,2,22,7,1.0,0.24,5,Brentford,Midfielder
True,True,,,513418,0,0,0,0,0,3,2.3,,0,Kevin,0.0,120,False,,,70,513418.jpg,3.9,False,Schade,7.5,a,5,94,149,0,0,0,0,0.0,21.3,Schade,,,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,0,26,8.45,1.75,10.20,30.66,70,27,116,83,19,10,50,36,,,,0.33,0.0,0.07,0.4,1.21,1.34,40,29,632,281,55,27,51,18,1.03,0.39,5,Brentford,Midfielder
True,True,,,440089,0,0,0,0,0,3,2.1,,0,Mikkel,0.0,121,False,,,60,440089.jpg,3.4,False,Damsgaard,1.4,a,5,94,131,0,0,0,0,0.0,21.8,Damsgaard,,,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,0,34,2.91,7.01,9.92,45.60,48,15,6,6,91,62,27,22,,,,0.09,0.0,0.22,0.31,1.41,1.27,96,70,571,238,104,51,161,50,1.05,0.34,5,Brentford,Midfielder
True,True,,,543295,0,0,0,0,0,3,2.0,,0,Antoni,0.0,122,False,,,55,543295.jpg,0.0,False,Milambo,0.1,a,5,94,0,0,0,0,0,0.0,0.0,Milambo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,647,291,647,291,645,289,647,291,,,,0.0,0.0,0.0,0.0,0.0,0.0,194,127,540,217,647,291,587,238,0.0,0.0,5,Brentford,Midfielder
True,True,,,244858,0,0,0,0,0,3,1.5,,0,Fábio,0.0,123,False,,,50,244858.jpg,1.8,False,Freitas Gouveia Carvalho,0.5,a,5,94,35,0,0,0,0,0.0,7.0,Carvalho,,,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,0,3,2.49,0.54,3.03,11.46,281,131,258,145,182,109,267,135,,,,0.51,0.0,0.11,0.62,2.33,2.84,271,171,386,117,272,124,327,85,0.61,0.0,5,Brentford,Midfielder
True,True,,,56979,0,0,0,0,0,3,1.5,,0,Jordan,0.0,124,False,,,50,56979.jpg,0.0,False,Henderson,0.6,a,5,94,0,0,0,0,0,0.0,0.0,Henderson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,589,246,585,246,570,241,589,246,,,,0.0,0.0,0.0,0.0,0.0,0.0,205,134,320,80,590,247,284,77,0.0,0.0,5,Brentford,Midfielder
True,True,,,204580,0,0,0,0,0,3,1.5,,0,Vitaly,0.0,125,False,,,50,204580.jpg,2.3,False,Janelt,0.3,a,5,94,73,0,0,0,0,0.0,14.6,Janelt,,,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,0,27,0.83,2.38,3.21,37.37,175,81,129,90,195,115,175,95,,,,0.03,0.0,0.1,0.13,1.49,1.52,243,155,358,101,207,91,444,140,1.08,0.24,5,Brentford,Midfielder
True,True,,,207283,0,0,0,0,0,3,1.5,,0,Mathias,0.0,126,False,,,50,207283.jpg,1.6,False,Jensen,0.2,a,5,94,38,0,0,0,0,0.0,7.6,Jensen,,,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,0,8,0.23,1.75,1.98,16.41,274,128,147,101,282,150,251,129,,,,0.02,0.0,0.19,0.21,1.75,1.81,247,158,362,104,293,135,473,156,0.85,0.21,5,Brentford,Midfielder
True,True,,,626464,0,0,0,0,0,3,1.5,,0,Gustavo,0.0,127,False,,,50,626464.jpg,1.0,False,Nunes Fernandes Gomes,0.2,a,5,94,3,0,0,0,0,0.0,0.6,Nunes,,,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0,0,0.00,0.00,0.00,0.35,363,170,374,182,342,175,376,177,,,,0.0,0.0,0.0,0.0,2.86,16.36,337,217,452,163,374,175,547,208,0.0,0.0,5,Brentford,Midfielder
True,True,,,428580,0,0,0,0,0,3,1.5,,0,Frank,0.0,128,False,,,50,428580.jpg,1.0,False,Onyeka,0.2,a,5,94,2,0,0,0,0,0.0,0.4,Onyeka,,,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0,0.00,0.02,0.02,0.69,603,257,367,179,592,252,603,257,,,,0.0,0.0,0.08,0.08,2.7,0.0,277,176,392,122,368,170,541,203,0.0,0.0,5,Brentford,Midfielder
True,True,,,508395,0,0,0,0,0,3,1.5,,0,Yehor,0.0,129,False,,,50,508395.jpg,1.4,False,Yarmoliuk,0.2,a,5,94,43,0,0,0,0,0.0,8.6,Yarmoliuk,,,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,0,15,0.62,0.91,1.53,26.43,218,105,176,119,232,129,231,124,,,,0.04,0.0,0.06,0.1,1.66,1.57,316,199,431,145,320,151,504,176,0.94,0.19,5,Brentford,Midfielder
True,True,,,606689,0,0,0,0,0,3,1.0,,0,Romelle,0.0,130,False,,,45,606689.jpg,0.0,False,Donovan,0.2,a,5,94,0,0,0,0,0,0.0,0.0,Donovan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,582,242,578,242,563,237,582,242,,,,0.0,0.0,0.0,0.0,0.0,0.0,525,291,308,72,583,243,531,195,0.0,0.0,5,Brentford,Midfielder
True,True,,,628204,0,0,0,0,0,3,1.0,,0,Yunus Emre,0.0,131,False,,,45,628204.jpg,1.0,False,Konak,0.2,a,5,94,10,0,0,0,0,0.0,2.2,Konak,,,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0,0,0.15,0.00,0.15,1.79,367,172,353,174,338,173,375,176,,,,0.25,0.0,0.0,0.25,3.04,3.4,534,297,317,78,366,168,511,180,0.0,0.0,5,Brentford,Midfielder
True,True,,,220695,0,0,0,0,0,3,1.0,,0,Paris,0.0,132,False,,,45,220695.jpg,1.0,False,Maghoma,0.1,a,5,94,8,0,0,0,0,0.0,1.8,Maghoma,,,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0,0,0.12,0.04,0.16,1.89,345,161,329,169,321,166,352,167,,,,0.1,0.0,0.03,0.13,1.52,0.8,390,224,173,5,352,159,592,243,0.0,0.0,5,Brentford,Midfielder
True,True,,,450539,0,0,0,0,0,3,1.0,,0,Myles,0.0,133,False,,,45,450539.jpg,0.0,False,Peart-Harris,0.1,a,5,94,0,0,0,0,0,0.0,0.0,Peart-Harris,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,512,196,508,196,488,188,512,196,,,,0.0,0.0,0.0,0.0,0.0,0.0,426,234,209,15,515,197,609,259,0.0,0.0,5,Brentford,Midfielder
True,True,,,591357,0,0,0,0,0,3,1.0,,0,Ryan,0.0,134,False,,,45,591357.jpg,1.0,False,Trevitt,0.1,a,5,94,1,0,0,0,0,0.0,0.2,Trevitt,,,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0,0.00,0.00,0.00,0.00,381,179,377,184,558,233,385,182,,,,0.0,0.0,0.0,0.0,0.0,0.0,518,287,301,68,363,166,612,262,0.0,0.0,5,Brentford,Midfielder
True,True,,,216646,0,0,0,0,0,4,2.4,,0,Yoane,0.0,135,False,,,75,216646.jpg,5.3,False,Wissa,13.2,a,5,94,185,0,0,0,0,0.0,24.7,Wissa,,,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,0,34,18.58,2.20,20.77,45.12,19,4,92,5,5,3,12,4,,,,0.57,0.0,0.07,0.64,1.39,1.39,19,7,635,61,9,5,31,7,1.05,0.28,5,Brentford,Forward
True,True,,,502500,0,0,0,0,0,4,2.1,,0,Igor Thiago,0.0,136,False,,,60,502500.jpg,1.1,False,Nascimento Rodrigues,1.3,a,5,94,9,0,0,0,0,0.0,1.5,Thiago,,,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,0,1,0.13,0.04,0.17,3.54,356,31,306,29,318,34,351,31,,,,0.07,0.0,0.02,0.09,1.91,2.16,105,24,580,47,335,32,170,33,0.54,0.0,5,Brentford,Forward
True,True,,,533710,0,0,0,0,0,4,1.0,,0,Iwan,0.0,137,False,,,45,533710.jpg,0.0,False,Morgan,0.8,a,5,94,0,0,0,0,0,0.0,0.0,Morgan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,546,41,542,41,525,41,546,41,,,,0.0,0.0,0.0,0.0,0.0,0.0,478,55,261,8,548,42,232,46,0.0,0.0,5,Brentford,Forward
True,True,,,49262,0,0,0,0,0,1,2.3,,0,Jason,0.0,138,False,,,45,49262.jpg,4.5,False,Steele,0.5,a,6,36,9,0,0,0,0,0.0,2.0,Steele,,,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,0,2,0.00,0.00,0.00,1.88,337,27,478,59,455,46,357,27,,,,0.0,1.5,0.0,0.0,0.94,0.5,342,16,125,44,19,2,328,45,1.0,0.5,6,Brighton,Goalkeeper
True,True,,,489639,0,0,0,0,0,1,2.3,,0,Bart,0.0,139,False,,,45,489639.jpg,2.9,False,Verbruggen,5.9,a,6,36,103,0,0,0,0,0.0,22.9,Verbruggen,,,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,0,36,0.00,0.01,0.01,53.10,18,5,347,15,500,58,156,6,,,,0.0,2.53,0.0,0.0,1.48,1.61,443,29,226,57,139,21,61,10,1.0,0.19,6,Brighton,Goalkeeper
True,True,,,209288,0,0,0,0,0,1,1.0,,0,Tom,0.0,140,False,,,40,209288.jpg,0.0,False,McGill,0.3,a,6,36,0,0,0,0,0,0.0,0.0,McGill,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,408,43,397,33,364,18,408,43,,,,0.0,0.0,0.0,0.0,0.0,0.0,560,47,25,16,411,43,392,55,0.0,0.0,6,Brighton,Goalkeeper
True,True,,,472739,0,0,0,0,0,1,1.0,,0,Carl,0.0,141,False,,,40,472739.jpg,0.0,False,Rushworth,0.3,a,6,36,0,0,0,0,0,0.0,0.0,Rushworth,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,439,55,429,46,398,31,439,55,,,,0.0,0.0,0.0,0.0,0.0,0.0,596,60,61,29,442,55,402,59,0.0,0.0,6,Brighton,Goalkeeper
True,True,,,240514,0,0,0,0,0,1,1.0,,0,Kjell,0.0,142,False,,,40,240514.jpg,0.0,False,Scherpen,0.3,a,6,36,0,0,0,0,0,0.0,0.0,Scherpen,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,416,46,406,37,374,22,416,46,,,,0.0,0.0,0.0,0.0,0.0,0.0,570,51,35,20,419,46,409,61,0.0,0.0,6,Brighton,Goalkeeper
True,True,,,204120,0,0,0,0,0,2,1.9,,0,Olivier,0.0,143,False,,,45,204120.jpg,0.0,False,Boscagli,0.3,a,6,36,0,0,0,0,0,0.0,0.0,Boscagli,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,493,202,488,201,467,200,493,202,,,,0.0,0.0,0.0,0.0,0.0,0.0,380,86,163,107,496,202,414,167,0.0,0.0,6,Brighton,Defender
True,True,,,550090,0,0,0,0,0,2,1.9,,0,Diego,0.0,144,False,,,45,550090.jpg,0.0,False,Coppola,0.2,a,6,36,0,0,0,0,0,0.0,0.0,Coppola,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,554,213,550,212,533,212,554,213,,,,0.0,0.0,0.0,0.0,0.0,0.0,489,132,272,153,556,213,470,185,0.0,0.0,6,Brighton,Defender
True,True,,,465730,0,0,0,0,0,2,1.9,,0,Maxim,0.0,145,False,,,45,465730.jpg,0.0,False,De Cuyper,2.4,a,6,36,0,0,0,0,0,0.0,0.0,De Cuyper,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,519,209,515,208,495,208,519,209,,,,0.0,0.0,0.0,0.0,0.0,0.0,434,118,217,139,522,209,127,40,0.0,0.0,6,Brighton,Defender
True,True,,,83299,0,0,0,0,0,2,1.9,,0,Lewis,0.0,146,False,,,45,83299.jpg,1.8,False,Dunk,0.9,a,6,36,44,0,0,0,0,0.0,9.8,Dunk,,,2081,0,1,4,42,1,0,0,5,0,0,0,223,425.4,115.7,128.0,66.9,0,23,0.81,1.02,1.83,35.69,148,51,223,66,198,56,205,64,,,,0.04,0.0,0.04,0.08,1.54,1.82,348,63,131,84,266,93,215,77,0.99,0.17,6,Brighton,Defender
True,True,,,204214,0,0,0,0,0,2,1.9,,0,Pervis,0.0,147,False,,,45,204214.jpg,2.1,False,Estupiñán Tenorio,3.9,a,6,36,63,0,0,0,0,0.0,14.0,Estupiñan,,,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,0,26,1.09,2.43,3.52,39.85,124,42,63,11,169,37,102,19,,,,0.04,0.0,0.09,0.13,1.49,1.65,381,87,164,108,227,80,88,29,0.98,0.11,6,Brighton,Defender
True,True,,,231416,0,0,0,0,0,2,1.9,,0,Ferdi,0.0,148,False,,,45,231416.jpg,3.2,False,Kadıoğlu,0.6,a,6,36,19,0,0,0,0,0.0,4.2,F.Kadıoğlu,,,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,0,5,0.44,0.31,0.75,9.44,294,105,249,87,272,97,295,106,,,,0.1,0.0,0.07,0.17,2.21,1.87,400,102,183,123,118,29,320,140,1.17,0.47,6,Brighton,Defender
True,True,,,223434,0,0,0,0,0,2,1.9,,0,Igor Julio,0.0,149,False,,,45,223434.jpg,1.4,False,dos Santos de Paulo,0.2,a,6,36,18,0,0,0,0,0.0,4.0,Igor,,,959,0,0,1,17,0,0,0,4,0,0,0,113,189.6,54.7,4.0,24.9,0,10,0.05,0.25,0.30,17.21,259,96,273,97,334,126,291,103,,,,0.0,0.0,0.02,0.02,1.62,1.6,393,97,176,118,310,111,506,194,0.94,0.09,6,Brighton,Defender
True,True,,,232792,0,0,0,0,0,2,1.9,,0,Tariq,0.0,150,False,,,45,232792.jpg,2.8,False,Lamptey,0.3,a,6,36,42,0,0,0,0,0.0,9.3,Lamptey,,,856,2,2,2,21,0,0,0,0,0,0,1,99,213.6,101.0,52.0,36.8,0,10,0.38,0.80,1.18,15.36,240,86,238,77,261,94,264,90,,,,0.04,0.0,0.08,0.12,1.61,2.21,403,104,186,125,154,47,393,161,1.05,0.21,6,Brighton,Defender
True,True,,,469142,0,0,0,0,0,2,1.9,,0,Jan Paul,0.0,151,False,,,45,469142.jpg,2.6,False,van Hecke,1.4,a,6,36,87,0,0,0,0,0.0,19.3,Van Hecke,,,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,0,33,1.32,1.41,2.73,44.67,40,15,139,27,164,32,108,24,,,,0.04,0.0,0.04,0.08,1.36,1.43,436,119,219,140,169,55,158,54,1.0,0.21,6,Brighton,Defender
True,True,,,111478,0,0,0,0,0,2,1.9,,0,Joël,0.0,152,False,,,45,111478.jpg,2.8,False,Veltman,0.3,a,6,36,59,0,0,0,0,0.0,13.1,Veltman,,,1694,0,0,6,24,0,0,0,5,0,0,7,249,273.0,147.2,59.0,48.1,0,19,0.47,1.31,1.78,24.83,212,75,206,58,253,87,240,75,,,,0.02,0.0,0.07,0.09,1.32,1.28,361,73,144,94,152,45,429,175,1.01,0.32,6,Brighton,Defender
True,True,,,110735,0,0,0,0,0,2,1.9,,0,Adam,0.0,153,False,,,45,110735.jpg,2.8,False,Webster,0.2,a,6,36,39,0,0,0,0,0.0,8.7,Webster,,,885,0,1,4,11,0,0,0,1,0,0,2,167,198.4,49.7,55.0,30.2,0,11,0.25,0.28,0.53,14.26,253,95,278,101,259,92,284,101,,,,0.03,0.0,0.03,0.06,1.45,1.12,360,72,143,93,151,44,537,201,1.12,0.41,6,Brighton,Defender
True,True,,,439135,0,0,0,0,0,2,1.0,,0,Eiran,0.0,154,False,,,40,439135.jpg,0.5,False,Cashin,0.7,a,6,36,1,0,0,0,0,0.0,0.2,Cashin,,,19,0,0,0,2,0,0,0,0,0,0,0,-2,7.0,0.6,0.0,0.7,0,0,0.00,0.00,0.00,0.44,368,135,365,137,382,148,378,137,,,,0.0,0.0,0.0,0.0,2.08,9.47,579,162,44,23,393,142,260,102,0.0,0.0,6,Brighton,Defender
True,True,,,589100,0,0,0,0,0,2,1.0,,0,Jacob,0.0,155,False,,,40,589100.jpg,0.0,False,Slater,0.6,a,6,36,0,0,0,0,0,0.0,0.0,Slater,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,479,193,470,192,446,190,479,193,,,,0.0,0.0,0.0,0.0,0.0,0.0,648,209,113,70,482,193,310,137,0.0,0.0,6,Brighton,Defender
True,True,,,547720,0,0,0,0,0,2,1.0,,0,Charlie,0.0,156,False,,,40,547720.jpg,0.0,False,Tasker,0.5,a,6,36,0,0,0,0,0,0.0,0.0,Tasker,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,464,183,455,182,429,178,464,183,,,,0.0,0.0,0.0,0.0,0.0,0.0,629,195,94,56,467,183,330,144,0.0,0.0,6,Brighton,Defender
True,True,,,451340,0,0,0,0,0,3,2.2,,0,Mitoma,0.0,157,False,,,65,451340.jpg,4.0,False,Kaoru,4.1,a,6,36,145,0,0,0,0,0.0,22.3,Mitoma,,,2597,10,5,6,40,0,0,0,1,0,0,12,536,670.6,578.0,856.0,210.7,0,28,9.19,4.03,13.22,37.05,61,23,54,46,21,12,21,16,,,,0.32,0.0,0.14,0.46,1.28,1.39,64,47,608,261,43,22,85,29,0.97,0.21,6,Brighton,Midfielder
True,True,,,463067,0,0,0,0,0,3,2.1,,0,Georginio,0.0,158,False,,,60,463067.jpg,3.4,False,Rutter,0.9,a,6,36,95,0,0,0,0,0.0,15.8,Georginio,,,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,0,19,4.57,1.67,6.24,27.90,177,83,132,92,77,54,128,78,,,,0.25,0.0,0.09,0.34,1.52,1.58,100,71,575,239,106,52,214,65,1.04,0.33,6,Brighton,Midfielder
True,True,,,109345,0,0,0,0,0,3,2.1,,0,Solly,0.0,159,False,,,60,109345.jpg,0.9,False,March,0.2,a,6,36,7,0,0,0,0,0.0,1.2,March,,,161,0,0,0,3,0,0,0,2,0,0,0,25,24.0,59.6,18.0,10.1,0,1,0.09,0.32,0.41,2.82,349,164,266,149,305,160,331,160,,,,0.05,0.0,0.18,0.23,1.58,1.68,79,57,554,225,382,182,530,194,0.56,0.0,6,Brighton,Midfielder
True,True,,,592031,0,0,0,0,0,3,2.1,,0,Yankuba,0.0,160,False,,,60,592031.jpg,3.2,False,Minteh,1.0,a,6,36,102,0,0,0,0,0.0,17.0,Minteh,,,1831,6,5,4,33,0,0,0,6,0,0,8,398,523.8,448.9,615.0,159.1,0,20,4.13,4.99,9.12,28.41,114,47,80,64,47,30,62,45,,,,0.2,0.0,0.25,0.45,1.4,1.62,109,75,584,243,121,57,197,59,0.98,0.2,6,Brighton,Midfielder
